Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  3.03  4.36 -100000000.00 
 608  4.01  3.61 11.21 
 609  6.56  3.52 11.21 
 610  3.04  3.68 11.21 
 611  4.06  5.01 11.21 
 612  4.40  4.26 11.21 
 613  2.39  4.26 11.21 
 614  2.31  3.40 11.21 
 615  5.06  3.44 11.21 
 616  5.06  3.95 11.21 
 617  9.22  2.84 11.21 
 618  6.48  4.02 11.21 
 619  5.71  3.69 11.21 
 620  2.77  4.02 11.21 
 621  5.63  3.84 11.21 
 622  3.80  3.59 11.21 
 623  5.82  3.93 11.21 
 624  3.80  3.59 11.21 
 625  4.32  3.69 11.21 
 626  9.22  3.92 11.21 
 627  3.55  3.67 11.21 
 628  0.51  3.35 11.21 
 629  3.28  3.85 11.21 
 630  4.54  3.01 11.21 
 631  3.08  3.43 11.21 
 632  3.52  3.84 11.21 
 633  3.52  3.93 11.21 
 634  4.02  3.34 11.21 
 635  4.79  3.60 11.21 
 636  2.77  3.60 11.21 
 637  4.02  4.01 11.21 
 638  2.78  3.01 11.21 
 639  3.00  3.87 11.21 
 640  4.58  3.17 11.21 
 641  4.02  3.93 11.21 
 642  4.04  3.43 11.21 
 643  2.90  3.28 11.21 
 644  4.10  4.01 11.21 
 645  7.02  3.51 11.21 
 646  5.78  3.77 11.21 
 647  3.79  3.68 11.21 
 648  7.16  3.85 11.21 
 649  4.02  3.69 11.21 
 650  3.03  3.43 11.21 
 651  4.85  3.76 11.21 
 652  5.12  3.68 11.21 
 653  5.12  3.01 11.21 
 654  4.66  3.77 11.21 
 655  4.01  3.51 11.21 
 656  6.50  3.76 11.21 
 657  4.30  3.68 11.21 
 658  3.29  3.59 11.21 
 659  4.84  3.68 11.21 
 660  7.41  3.11 11.21 
 661  4.16  3.68 11.21 
 662  8.25  3.67 11.21 
 663  4.10  3.35 11.21 
 664  8.89  3.42 11.21 
 665  3.26  3.52 11.21 
 666  4.91  3.19 11.21 
 667  4.09  3.59 11.21 
 668  2.02  3.01 11.21 
 669  3.05  2.76 11.21 
 670  3.03  4.02 11.21 
 671  4.08  3.59 11.21 
 672  4.07  4.01 11.21 
 673  4.03  4.02 11.21 
 674  7.71  4.02 11.21 
 675  2.76  3.01 11.21 
 676  3.58  3.92 11.21 
 677  5.05  3.76 11.21 
 678  2.27  3.85 11.21 
 679  5.13  3.76 11.21 
 680  3.38  3.43 11.21 
 681  4.04  3.51 11.21 
 682  8.86  3.35 11.21 
 683  2.79  3.60 11.21 
 684  4.33  2.93 11.21 
 685  4.05  3.76 11.21 
 686  4.02  3.76 11.21 
 687  5.32  3.52 11.21 
 688  3.02  3.84 11.21 
 689  6.02  2.59 11.21 
 690  4.80  3.42 11.21 
 691  4.04  3.51 11.21 
 692  3.79  4.01 11.21 
 693  5.80  4.02 11.21 
 694  5.08  4.01 11.21 
 695  5.15  3.85 11.21 
 696  5.55  3.26 11.21 
 697  6.07  3.86 11.21 
 698  4.58  3.02 11.21 
 699  4.02  4.01 11.21 
 700  4.60  3.85 11.21 
 701  7.93  2.93 11.21 
 702  2.82  3.51 11.21 
 703  4.82  3.43 11.21 
 704  4.02  3.09 11.21 
 705  2.79  3.92 11.21 
 706  7.46  3.09 11.21 
 707  4.10  3.77 11.21 
 708  3.55  4.00 11.21 
 709  3.29  3.86 11.21 
 710  5.55  3.85 11.21 
 711  2.78  3.51 11.21 
 712  4.15  4.02 11.21 
 713  2.80  3.68 11.21 
 714  4.01  3.77 11.21 
 715  1.76  3.60 11.21 
 716  4.03  3.93 11.21 
 717  4.32  4.02 11.21 
 718  5.09  3.76 11.21 
 719  3.29  3.43 11.21 
 720  5.37  3.43 11.21 
 721  5.40  3.85 11.21 
 722  5.06  4.01 11.21 
 723  2.77  3.84 11.21 
 724  4.31  3.27 11.21 
 725  4.58  3.01 11.21 
 726  4.28  3.34 11.21 
 727  3.51  4.01 11.21 
 728  4.06  3.26 11.21 
 729  4.55  3.60 11.21 
 730  3.26  3.68 11.21 
 731  5.34  3.84 11.21 
 732  4.27  3.59 11.21 
 733  2.34  3.09 11.21 
 734  3.78  3.93 11.21 
 735  2.80  3.01 11.21 
 736  3.57  3.68 11.21 
 737  5.72  3.85 11.21 
 738  7.45  3.59 11.21 
 739  4.58  3.43 11.21 
 740  3.55  3.67 11.21 
 741  4.11  3.01 11.21 
 742  5.91  3.34 11.21 
 743  3.03  4.02 11.21 
 744  3.71  4.01 11.21 
 745  3.36  3.51 11.21 
 746  5.61  3.76 11.21 
 747  4.35  3.42 11.21 
 748  9.18  3.43 11.21 
 749  1.00  4.02 11.21 
 750  3.78  3.94 11.21 
 751  4.03  3.34 11.21 
 752  6.54  3.09 11.21 
 753  3.28  4.01 11.21 
 754  2.78  3.09 11.21 
 755  2.83  3.68 11.21 
 756  5.56  3.26 11.21 
 757  6.11  3.51 11.21 
 758  3.26  3.35 11.21 
 759  5.39  3.42 11.21 
 760  3.82  3.53 11.21 
 761  5.31  3.02 11.21 
 762  4.03  3.43 11.21 
 763  4.03  3.51 11.21 
 764  3.83  3.01 11.21 
 765  4.05  4.01 11.21 
 766  4.08  2.92 11.21 
 767  3.30  3.43 11.21 
 768  4.05  4.01 11.21 
 769  3.57  3.26 11.21 
 770  4.02  4.02 11.21 
 771  6.87  3.76 11.21 
 772  5.37  3.51 11.21 
 773  3.53  4.03 11.21 
 774  2.76  3.34 11.21 
 775  1.00  3.76 11.21 
 776  2.75  2.94 11.21 
 777  3.02  3.25 11.21 
 778  3.58  3.60 11.21 
 779  6.90  3.18 11.21 
 780  4.06  3.67 11.21 
 781  4.85  2.94 11.21 
 782  5.11  3.42 11.21 
 783  2.28  3.18 11.21 
 784  3.65  2.50 11.21 
 785  7.42  3.51 11.21 
 786  4.12  3.51 11.21 
 787  3.32  2.92 11.21 
 788  2.84  2.75 11.21 
 789  3.55  3.18 11.21 
 790  6.42  3.01 11.21 
 791  4.89  3.17 11.21 
 792  3.40  4.01 11.21 
 793  6.05  3.50 11.21 
 794  4.01  4.01 11.21 
 795  4.77  3.76 11.21 
 796  3.93  3.68 11.21 
 797  8.04  4.02 11.21 
 798  4.63  3.93 11.21 
 799  6.89  3.67 11.21 
 800  5.32  3.59 11.21 
